OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Address,TaxParcelIdentificationNumber,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,TotalGHGEmissions,GHGEmissionsIntensity
107.0,NonResidential,Large Office,City Place IV - SEDO,333 Boren Ave. N.,1986200410,LAKE UNION,2010.0,1.0,12.0,571329.0,0.0,571329.0,"Office, Other, Parking",Office,598801.0,Parking,0.0,Other,26203.0,91.0,63.40000153,64.19999695,174.1999969,176.3999939,39605888.0,40153432.0,0.0,32206199.0,7399685.0,False,617.52,1.08
110.0,Nonresidential COS,Other,Exhibition Hall,225 Mercer St.,1988200440,MAGNOLIA / QUEEN ANNE,1962.0,1.0,2.0,52000.0,0.0,52000.0,Other,Other,52000.0,RAS,0.0,RAS,0.0,65.44972577696527,52.40000153,51.59999847,110.4000015,109.5,2726369.0,2682242.75,1202380.0,1293349.0,0.0,False,101.83,1.96
111.0,Nonresidential COS,Other,Mercer Arena,363 Mercer St.,1988200700,MAGNOLIA / QUEEN ANNE,1928.0,1.0,1.0,60696.0,0.0,60696.0,Other,Other,108000.0,RAS,0.0,RAS,0.0,65.44972577696527,8.100000381,8.100000381,25.5,25.5,875943.3125,875943.3125,0.0,875943.0,0.0,False,6.11,0.1
112.0,Nonresidential COS,Other,McCaw Hall,321 Mercer St.,1988200700,MAGNOLIA / QUEEN ANNE,1928.0,1.0,2.0,262048.0,0.0,262048.0,Other,Other,296000.0,RAS,0.0,RAS,0.0,65.44972577696527,70.0,70.30000305,171.1999969,175.1999969,20723248.0,20823520.0,5137220.0,13512686.0,0.0,False,490.73,1.87
113.0,NonResidential,Small- and Mid-Sized Office,KCTS9,401 Mercer St,1988200705,MAGNOLIA / QUEEN ANNE,1986.0,0.0,2.0,66240.0,2352.0,63888.0,"Data Center, Distribution Center, Office, Parking, Retail Store",Office,45900.0,Data Center,5181.0,Distribution Center,4551.0,65.44972577696527,74.90000153,75.40000153,235.1999969,236.6000061,4166306.25,4192107.75,0.0,4166305.0,0.0,False,29.04,0.44
114.0,NonResidential,Large Office,Bill and Melinda Gates Foundation,500 5th Ave N,1988201155,MAGNOLIA / QUEEN ANNE,2010.0,1.0,6.0,920598.0,0.0,616891.0,"Office, Other, Parking",Office,729584.0,Parking,0.0,Other,6000.0,93.0,49.79999924,51.79999924,130.8000031,131.6000061,36667044.0,38105108.0,0.0,27597261.0,9069780.0,False,674.09,0.73
115.0,NonResidential,Small- and Mid-Sized Office,J.G. Scripps Building,221 1st Ave. W,1989200850,MAGNOLIA / QUEEN ANNE,1970.0,1.0,4.0,76213.0,25930.0,50283.0,"Office, Other, Parking",Office,48546.0,Parking,21454.0,Other,2406.0,68.0,68.19999695,71.59999847,192.3999939,196.0,3476212.5,3647345.75,0.0,2944692.0,531520.0,False,48.76,0.64
116.0,NonResidential,Hotel,MEDITERRANEAN INN (ID#116),425 queen anne ave N.,1989201125,MAGNOLIA / QUEEN ANNE,2002.0,1.0,6.0,96910.0,36934.0,59976.0,"Hotel, Parking",Hotel,59976.0,Parking,36934.0,RAS,0.0,56.0,86.0,87.90000153,182.1999969,188.3999939,5155568.5,5274523.0,0.0,2637011.0,2518558.0,False,152.14,1.57
117.0,NonResidential,Hotel,UNIVERSITY INN,4140 ROOSEVELT WAY NE,1142001871,NORTHEAST,1962.0,2.0,4.0,50017.0,0.0,50017.0,"Hotel, Swimming Pool",Hotel,50017.0,Swimming Pool,0.0,RAS,0.0,53.0,108.9000015,110.5,203.3000031,205.8000031,5448975.0,5528580.5,0.0,2128306.0,3320669.0,False,191.2,3.82
118.0,SPS-District K-12,K-12 School,Pathfinder K-8,1901 SW Genesee St.,1324039116,DELRIDGE,1999.0,1.0,3.0,74468.0,0.0,74468.0,K-12 School,K-12 School,75364.0,RAS,0.0,RAS,0.0,65.44972577696527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1698176.0,0.0,False,11.84,0.16
119.0,NonResidential,K-12 School,St. Joseph K-8 School,700 18th Ave. E.,1336800825,EAST,1923.0,1.0,3.0,67743.0,0.0,67743.0,K-12 School,K-12 School,67743.0,RAS,0.0,RAS,0.0,34.0,39.09999847,44.79999924,82.30000305,89.30000305,2646879.0,3036464.0,0.0,1337786.0,1309093.0,False,78.85,1.16
120.0,NonResidential,K-12 School,Holy Names Academy,728 21st Ave East,1338800660,EAST,1908.0,1.0,6.0,194104.0,0.0,194104.0,K-12 School,K-12 School,194104.0,RAS,0.0,RAS,0.0,100.0,32.0,37.09999847,54.0,60.09999847,6219841.5,7204080.0,0.0,1887893.0,4331949.0,False,243.23,1.25
121.0,NonResidential,Small- and Mid-Sized Office,2100 Building,2100 24th Ave S,1498303116,SOUTHEAST,2003.0,1.0,3.0,99433.0,35752.0,63681.0,"Office, Parking",Office,63681.0,Parking,35752.0,RAS,0.0,63.0,76.90000153,78.19999695,241.5,245.6000061,4897760.0,4980737.5,0.0,4897760.0,0.0,False,34.14,0.34
122.0,SPS-District K-12,K-12 School,John Muir Elementary,3301 S. Horton St.,1524049002,SOUTHEAST,1991.0,1.0,2.0,58933.0,0.0,58933.0,K-12 School,K-12 School,60725.0,RAS,0.0,RAS,0.0,65.44972577696527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2347138.0,0.0,False,16.36,0.28
125.0,SPS-District K-12,K-12 School,Mercer International Middle,1600 Columbian Way S.,1624049214,GREATER DUWAMISH,1957.0,1.0,1.0,130862.0,0.0,130862.0,K-12 School,K-12 School,134446.0,RAS,0.0,RAS,0.0,61.0,48.0,54.29999924,85.59999847,93.5,6456026.0,7300977.5,0.0,2262820.0,4193207.0,True,238.48,1.82
127.0,SPS-District K-12,K-12 School,Orca K-8 School,5215 46th Ave. S.,1704900242,SOUTHEAST,1989.0,1.0,3.0,59955.0,0.0,59955.0,K-12 School,K-12 School,59955.0,RAS,0.0,RAS,0.0,93.0,27.20000076,29.20000076,78.69999695,83.0,1633399.375,1749171.25,0.0,1436416.0,196983.0,True,20.48,0.34
130.0,SPS-District K-12,K-12 School,McClure Middle,1915 1st Ave. W.,1794501220,MAGNOLIA / QUEEN ANNE,1964.0,1.0,2.0,93218.0,0.0,93218.0,K-12 School,K-12 School,93218.0,RAS,0.0,RAS,0.0,86.0,31.0,34.5,65.90000153,70.80000305,2887392.0,3216155.0,0.0,1486758.0,1400634.0,True,84.75,0.91
131.0,NonResidential,Other,Lakeview,1208 NE 64th st,1797500625,NORTHEAST,1941.0,1.0,4.0,56521.0,0.0,56521.0,Other,Other,49000.0,RAS,0.0,RAS,0.0,65.44972577696527,129.6999969,129.8999939,407.3999939,408.0,6357632.0,6367210.0,0.0,6357631.0,0.0,False,44.32,0.78
132.0,NonResidential,Other,Roosevelt Square,6417 Roosevelt Way NE # 18-28,1797500715,NORTHEAST,1929.0,1.0,2.0,206934.0,0.0,206934.0,"Other, Parking",Other,119146.0,Parking,0.0,RAS,0.0,65.44972577696527,35.70000076,36.79999924,72.59999847,72.90000153,4253577.5,4384625.5,0.0,2001103.0,2252474.0,False,133.58,0.65
136.0,NonResidential,Hotel,Holiday Inn Express North Seattle Shoreline,14115 Aurora Ave N,1926049012,NORTHWEST,2001.0,1.0,4.0,51390.0,0.0,51390.0,"Hotel, Parking",Hotel,51390.0,Parking,0.0,RAS,0.0,89.0,70.30000305,70.40000153,130.6999969,130.8999939,3611538.0,3616214.0,0.0,1398289.0,2213249.0,False,127.29,2.48
137.0,SPS-District K-12,K-12 School,Broadview-Thomson K-8,13052 Greenwood Ave. N.,1926049025,NORTHWEST,1963.0,1.0,2.0,131013.0,0.0,131013.0,K-12 School,K-12 School,131909.0,RAS,0.0,RAS,0.0,88.0,29.5,32.5,59.09999847,62.90000153,3894584.5,4290831.5,0.0,1775488.0,2119097.0,True,124.92,0.95
138.0,SPS-District K-12,K-12 School,Ingraham High,1819 N. 135th St.,1926049321,NORTHWEST,1959.0,1.0,1.0,245587.0,0.0,245587.0,K-12 School,K-12 School,245587.0,RAS,0.0,RAS,0.0,92.0,47.90000153,52.40000153,83.69999695,89.09999847,11765682.0,12870916.0,0.0,3926011.0,7839670.0,False,443.73,1.81
139.0,NonResidential,Hotel,7066-Seattle-Northgate,13300 Stone Avenue N,1926049434,NORTHWEST,2002.0,1.0,3.0,69138.0,0.0,69138.0,Hotel,Hotel,70609.0,RAS,0.0,RAS,0.0,78.0,45.90000153,47.09999847,101.5999985,104.6999969,3242458.0,3323400.5,0.0,1802889.0,1439568.0,False,89.02,1.29
140.0,SPS-District K-12,K-12 School,B.F. Day Elementary,3921 Linden Ave. N.,1931301145,LAKE UNION,1991.0,1.0,3.0,66588.0,0.0,66588.0,K-12 School,K-12 School,66588.0,RAS,0.0,RAS,0.0,65.44972577696527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2104286.0,0.0,False,14.67,0.22
144.0,NonResidential,Hotel,Alexis Hotel,1007 First Ave.,1974600035,DOWNTOWN,1904.0,1.0,5.0,190980.0,0.0,190980.0,"Hotel, Parking",Hotel,190980.0,Parking,19051.0,RAS,0.0,98.0,34.09999847,34.09999847,84.0,84.0,6505995.0,6505995.0,0.0,4402910.0,2103084.0,False,142.39,0.75
145.0,Nonresidential COS,Other,Benaroya Hall,200 University Street,1974700025,DOWNTOWN,1998.0,1.0,6.0,284100.0,0.0,284100.0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,189750.0,RAS,0.0,RAS,0.0,65.44972577696527,77.19999695,78.40000153,192.5,192.0,14641502.0,14881950.0,4311136.0,9803021.0,527343.0,False,429.12,1.51
147.0,NonResidential,Hospital,Swedish Ballard,5300 Tallman Ave NW,2767703875,BALLARD,1954.0,4.0,5.0,285333.0,0.0,285333.0,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),302661.0,Parking,148865.0,RAS,0.0,14.0,225.0,157.3000031,479.5,251.8000031,68090728.0,47602720.0,0.0,35237205.0,501636.9951,False,1990.5,6.98
148.0,SPS-District K-12,K-12 School,West Woodland Elementary,5601 4th Ave. N.W.,2768000375,Ballard,1991.0,1.0,2.0,55513.0,0.0,55513.0,K-12 School,K-12 School,59097.0,RAS,0.0,RAS,0.0,93.0,25.60000038,27.10000038,80.40000153,85.0,1513570.75,1598852.625,0.0,1513571.0,0.0,True,10.55,0.19
163.0,Nonresidential COS,Other,Fire Station 10/FAC/EOC,105 5th Ave S,5247801465,DOWNTOWN,2006.0,1.0,4.0,61156.0,0.0,61156.0,"Office, Other",Other,42755.0,Office,29219.0,RAS,0.0,65.44972577696527,130.1000061,132.6999969,338.2999878,337.1000061,9363374.0,9550716.0,0.0,6947270.0,2416104.0,False,176.75,2.89
167.0,NonResidential,Other,Wing Luke Museum,719 South King Street,5247802715,DOWNTOWN,1910.0,1.0,4.0,72820.0,13820.0,59000.0,Museum,Museum,58000.0,RAS,0.0,RAS,0.0,65.44972577696527,34.70000076,36.09999847,83.69999695,85.19999695,2010454.625,2095175.25,0.0,1311669.0,698785.0,False,46.26,0.64
168.0,NonResidential,Hotel,Hampton Inn Seattle Center,700 5th Ave N.,5458300285,MAGNOLIA / QUEEN ANNE,1996.0,1.0,4.0,162222.0,14200.0,148022.0,"Hotel, Parking",Hotel,113702.0,Parking,32692.0,RAS,0.0,76.0,69.90000153,70.5,150.5,151.1999969,7946961.0,8016521.0,0.0,4197462.0,3749499.0,False,228.4,1.41
169.0,SPS-District K-12,K-12 School,Franklin High,3013 S. Mt. Baker Blvd.,5700000455,SOUTHEAST,1990.0,1.0,4.0,289588.0,0.0,289588.0,K-12 School,K-12 School,289588.0,RAS,0.0,RAS,0.0,90.0,30.5,33.0,78.5,82.30000305,8819852.0,9542598.0,0.0,6449764.0,2370086.0,True,170.84,0.59
170.0,NonResidential,University,SCCC FINE ARTS BUILDING,801 E PINE ST,6003000470,EAST,1915.0,1.0,3.0,63330.0,0.0,63330.0,College/University,College/University,64820.0,RAS,0.0,RAS,0.0,65.44972577696527,47.20000076,50.70000076,111.1999969,116.0,3059758.0,3284214.5,0.0,1911064.0,1148694.0,False,74.33,1.17
172.0,Campus,University,SSCC MAIN CAMPUS,6000 16th Ave SW,6171900005,DELRIDGE,1970.0,1.0,2.0,441071.0,0.0,441071.0,College/University,College/University,483000.0,RAS,0.0,RAS,0.0,65.44972577696527,79.30000305,85.19999695,192.8000031,202.6000061,38301744.0,41151732.0,0.0,25314575.0,12987166.0,False,866.23,1.96
173.0,NonResidential,Small- and Mid-Sized Office,Seattle Children's Hospital 70th/Sand Point Way Administrative Offices,6901Sand Point Way NE,6418100005,NORTHEAST,2002.0,1.0,2.0,96300.0,0.0,96300.0,"Data Center, Office",Office,92300.0,Data Center,4944.0,RAS,0.0,65.44972577696527,167.8000031,167.3999939,476.5,471.1000061,16319835.0,16274449.0,0.0,13973696.0,2346137.0,False,222.02,2.31
174.0,Nonresidential COS,Other,CSC Vehicle Maintenance (E),805 S Charles St,6834700175,GREATER DUWAMISH,1950.0,1.0,1.0,67356.0,0.0,67356.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",68359.0,RAS,0.0,RAS,0.0,65.44972577696527,109.4000015,118.3000031,242.6999969,252.1000061,7475577.5,8086930.5,0.0,4182001.0,3293576.0,False,204.08,3.03
175.0,SPS-District K-12,K-12 School,Garfield High,400 23rd Ave.,6840701230,CENTRAL,2008.0,1.0,3.0,254523.0,0.0,254523.0,K-12 School,K-12 School,254523.0,RAS,0.0,RAS,0.0,60.0,53.29999924,58.20000076,120.3000031,126.3000031,13567774.0,14810159.0,0.0,7835065.0,5732708.0,True,359.09,1.41
176.0,SPS-District K-12,K-12 School,Emerson Elementary,9709 60th Ave. S.,7129302300,SOUTHEAST,2001.0,1.0,3.0,78804.0,0.0,78804.0,K-12 School,K-12 School,78804.0,RAS,0.0,RAS,0.0,92.0,31.70000076,34.0,76.90000153,79.30000305,2499140.0,2677620.75,0.0,1645214.0,853926.0,True,56.82,0.72
177.0,SPS-District K-12,K-12 School,Madrona K-8,1121 33rd Ave.,7152200350,CENTRAL,2002.0,1.0,3.0,66994.0,0.0,66994.0,K-12 School,K-12 School,66994.0,RAS,0.0,RAS,0.0,79.0,35.40000153,38.5,94.09999847,99.59999847,2371304.5,2579774.5,0.0,1824845.0,546459.0,True,41.74,0.62
178.0,SPS-District K-12,K-12 School,Van Asselt Elementary,8311 Beacon Ave S,7243500230,GREATER DUWAMISH,2000.0,1.0,3.0,98357.0,0.0,98357.0,K-12 School,K-12 School,98357.0,RAS,0.0,RAS,0.0,88.0,35.09999847,38.5,77.80000305,81.30000305,3456131.5,3783580.25,0.0,1927067.0,1529064.0,True,94.64,0.96
179.0,NonResidential,Small- and Mid-Sized Office,Seattle's Union Gospel Mission - Admin,3800 S Othello St,7378600265,GREATER DUWAMISH,1958.0,1.0,1.0,54765.0,0.0,54765.0,"Office, Other",Office,25765.0,Other,25000.0,RAS,0.0,65.44972577696527,83.80000305,88.69999695,234.8999939,243.5,4253369.5,4503671.5,0.0,3569337.0,684032.0,False,61.21,1.12
180.0,NonResidential,Other,Hope Place,3802 S Othello St,7378600265,GREATER DUWAMISH,2009.0,1.0,5.0,89821.0,0.0,89821.0,"Food Service, Office, Other - Lodging/Residential",Other - Lodging/Residential,46483.0,Office,37938.0,Food Service,4579.0,65.44972577696527,21.89999962,25.0,24.60000038,27.89999962,1950092.5,2220796.5,0.0,67462.0,1882631.0,False,100.46,1.12
182.0,NonResidential,University,Otto Miller Hall,3469 3rd Ave. W,7443000070,MAGNOLIA / QUEEN ANNE,1980.0,1.0,2.0,52611.0,0.0,52611.0,College/University,College/University,52611.0,RAS,0.0,RAS,0.0,65.44972577696527,78.30000305,83.40000153,180.6999969,186.1000061,4116871.5,4390158.0,0.0,2479273.0,1637598.0,False,104.26,1.98
183.0,NonResidential,Residence Hall,Emerson Hall,500 W. Emerson,7443000375,MAGNOLIA / QUEEN ANNE,2001.0,1.0,4.0,139600.0,37500.0,102100.0,Residence Hall/Dormitory,Residence Hall/Dormitory,135520.0,RAS,0.0,RAS,0.0,89.0,32.79999924,35.40000153,70.19999695,74.69999695,4448582.5,4800620.5,0.0,2316298.0,2132284.0,False,129.39,0.93
185.0,SPS-District K-12,K-12 School,Nathan Hale High,17050 30th Ave. N.E.,2826049152,NORTH,2011.0,1.0,2.0,236758.0,0.0,236758.0,"K-12 School, Parking",K-12 School,238550.0,Parking,0.0,RAS,0.0,96.0,35.0,38.90000153,78.69999695,84.40000153,8355988.5,9287467.0,0.0,4789948.0,3566039.0,False,222.78,0.94
187.0,NonResidential,Other,Youth Services Center,1211 E Alder Street,2908700085,CENTRAL,1971.0,3.0,6.0,250981.0,0.0,250981.0,"Courthouse, Other",Other,137565.0,Courthouse,78357.0,RAS,0.0,65.44972577696527,60.5,65.69999695,145.6000061,151.8000031,13071700.0,14196194.0,4336524.5,8155002.0,580172.0,False,422.39,1.68
189.0,SPS-District K-12,K-12 School,Greenwood Elementary,144 N.W. 80th St.,2919200635,NORTHWEST,2002.0,1.0,3.0,62526.0,0.0,62526.0,K-12 School,K-12 School,62526.0,RAS,0.0,RAS,0.0,96.0,31.79999924,35.09999847,70.59999847,75.30000305,1986094.875,2192411.0,0.0,1114389.0,871706.0,True,54.07,0.86
338.0,NonResidential,Other,Jack R. McDonald Building,1900 9th Ave.,0660001215,DOWNTOWN,2004.0,1.0,11.0,299070.0,68432.0,230638.0,Other,Other,250000.0,RAS,0.0,RAS,0.0,65.44972577696527,261.2999878,264.0,530.7000122,532.2999878,65336980.0,66000296.0,0.0,30651644.0,501636.9951,False,2055.82,6.87
190.0,NonResidential,Small- and Mid-Sized Office,Emerald Services,7343 E Marginal Way S,2924049043,GREATER DUWAMISH,2007.0,1.0,3.0,64015.0,0.0,64015.0,"Non-Refrigerated Warehouse, Office, Other - Services",Office,30000.0,Non-Refrigerated Warehouse,15000.0,Other - Services,9015.0,21.0,60.0,62.5,165.8000031,168.3999939,3242077.75,3375016.25,0.0,2657382.0,584696.0,False,49.58,0.77
194.0,NonResidential,Retail Store,Northgate Mall,401 Northgate Way,2926049025,NORTH,1951.0,1.0,1.0,530039.0,0.0,530039.0,"Restaurant, Retail Store",Retail Store,505103.0,Restaurant,24936.0,RAS,0.0,98.0,52.29999924,54.29999924,118.9000015,121.0,27717034.0,28763498.0,0.0,16224529.0,11492503.0,False,723.47,1.36
195.0,NonResidential,Other,Seattle-Northgate,10631 8th Ave NE,2926049409,NORTH,1964.0,1.0,3.0,54224.0,0.0,54224.0,Other/Specialty Hospital,Other/Specialty Hospital,47012.0,RAS,0.0,RAS,0.0,65.44972577696527,154.5,163.1000061,311.0,321.0,7265178.0,7668810.0,0.0,3344827.0,3920350.0,False,231.53,4.27
197.0,NonResidential,Retail Store,Nordstrom Northgate 002,401 NE Northgate Way,2926049528,NORTH,1965.0,1.0,4.0,124342.0,0.0,124342.0,Retail Store,Retail Store,122000.0,RAS,0.0,RAS,0.0,76.0,71.90000153,71.59999847,223.6999969,222.1000061,8765978.0,8729918.0,0.0,8653621.0,112356.0,False,66.3,0.53
198.0,NonResidential,Hospital,Seattle Children's Hospital Main Campus,4800 Sand Point Way NE,2982800005,NORTHEAST,1953.0,6.0,10.0,879000.0,0.0,879000.0,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),44039.0,RAS,0.0,RAS,0.0,10.0,51.90000153,53.90000153,578.2000122,576.5999756,2557796.375,2691883.125,0.0,1613401.5,501636.9951,False,49.599999999999994,0.88
200.0,NonResidential,Other,Verity Credit Union,11027 Meridian N #102,3026049024,NORTHWEST,1996.0,1.0,3.0,55442.0,0.0,55442.0,"Financial Office, Medical Office, Parking",Financial Office,28636.0,Parking,15385.0,Medical Office,8644.0,72.0,85.59999847,88.90000153,194.1000061,197.6000061,3191228.25,3313397.0,0.0,1859345.0,1331883.0,False,83.7,1.51
205.0,SPS-District K-12,K-12 School,Ballard High,1418 N.W. 65th St.,3050700050,BALLARD,1999.0,1.0,2.0,242795.0,0.0,242795.0,K-12 School,K-12 School,242795.0,RAS,0.0,RAS,0.0,80.0,37.70000076,40.0,107.3000031,112.3000031,9157150.0,9708318.0,0.0,7859464.0,1297685.0,True,123.71,0.51
209.0,NonResidential,Self-Storage Facility,Madison Self Storage,1111 E. Madison,3225049002,EAST,1910.0,1.0,5.0,84870.0,0.0,84870.0,Self-Storage Facility,Self-Storage Facility,85521.0,RAS,0.0,RAS,0.0,65.44972577696527,16.20000076,18.89999962,28.79999924,31.70000076,1381590.125,1617801.25,0.0,482635.0,898955.0,False,51.11,0.6
211.0,Campus,University,NSCC MAIN CAMPUS,9600 COLLEGE WAY N,3226049021,NORTHWEST,1970.0,1.0,2.0,694072.0,111625.0,582447.0,College/University,College/University,667335.0,RAS,0.0,RAS,0.0,65.44972577696527,53.79999924,56.09999847,161.1999969,167.0,35891484.0,37410800.0,0.0,33450832.0,2440648.0,False,362.82,0.52
212.0,SPS-District K-12,K-12 School,Aki Kurose Middle,3928 S. Graham St.,3332501090,SOUTHEAST,1952.0,1.0,2.0,173185.0,0.0,173185.0,K-12 School,K-12 School,173185.0,RAS,0.0,RAS,0.0,79.0,35.40000153,40.59999847,58.90000153,64.90000153,6127771.5,7034167.5,0.0,1800727.0,4327044.0,True,242.36,1.4
214.0,SPS-District K-12,K-12 School,Boren Building,5950 Delridge Way S.W.,3438501230,DELRIDGE,1963.0,1.0,1.0,145341.0,0.0,145341.0,K-12 School,K-12 School,139069.0,RAS,0.0,RAS,0.0,75.0,39.5,45.59999847,69.5,77.19999695,5499097.0,6337972.0,0.0,1864967.0,3634130.0,True,206.01,1.42
215.0,NonResidential,Warehouse,Rainier Bottling Plant,5628 Airport Way South,3466800065,GREATER DUWAMISH,1904.0,1.0,4.0,114297.0,0.0,114297.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,114297.0,RAS,0.0,RAS,0.0,61.0,18.39999962,21.10000038,36.0,39.70000076,2100097.75,2415462.5,0.0,912475.0,1187623.0,False,69.44,0.61
216.0,SPS-District K-12,K-12 School,Rainier Beach High,8815 Seward Park Ave S.,3524049149,SOUTHEAST,1960.0,1.0,2.0,184125.0,0.0,184125.0,K-12 School,K-12 School,184125.0,RAS,0.0,RAS,0.0,86.0,47.79999924,54.70000076,84.19999695,92.30000305,8800292.0,10067991.0,0.0,2999862.0,5800430.0,True,328.97,1.79
217.0,SPS-District K-12,K-12 School,Whitman Middle,9201 15th Ave. NW.,3526039131,BALLARD,1959.0,1.0,1.0,160270.0,0.0,160270.0,K-12 School,K-12 School,160270.0,RAS,0.0,RAS,0.0,65.44972577696527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4318917.0,False,229.38,1.43
220.0,NonResidential,Warehouse,8109,4786 First Ave S,3573700006,GREATER DUWAMISH,1937.0,1.0,1.0,234144.0,0.0,234144.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,234144.0,RAS,0.0,RAS,0.0,87.0,28.79999924,33.59999847,42.0,47.09999847,6744317.0,7874958.5,0.0,1316817.0,5427500.0,False,297.43,1.27
223.0,NonResidential,Retail Store,Westwood Village - Building A,2600 SW Barton St,3624039009,DELRIDGE,1966.0,1.0,1.0,64984.0,0.0,64984.0,Retail Store,Retail Store,65425.0,RAS,0.0,RAS,0.0,72.0,45.0,46.09999847,130.6999969,130.6999969,2944296.25,3016373.5,0.0,2613687.0,330609.0,False,35.78,0.55
224.0,NonResidential,Retail Store,Westwood Village - Building B,2600 SW Barton St,3624039009,DELRIDGE,1965.0,1.0,1.0,67745.0,0.0,67745.0,Retail Store,Retail Store,67782.0,RAS,0.0,RAS,0.0,37.0,136.1999969,141.5,223.8999939,227.3000031,9230223.0,9589728.0,0.0,2624102.0,6606121.0,False,369.14,5.45
225.0,SPS-District K-12,K-12 School,Denny/Sealth Campus,2601 SW Kenyon / 2600 SW Thistle,3624039032,DELRIDGE,2010.0,1.0,2.0,367884.0,0.0,367884.0,K-12 School,K-12 School,367884.0,RAS,0.0,RAS,0.0,97.0,33.29999924,36.09999847,81.59999847,85.90000153,12265516.0,13279344.0,0.0,8205020.0,4060496.0,False,272.85,0.74
226.0,SPS-District K-12,K-12 School,Roxhill Elementary,9430 30th Ave. S.W.,3624039057,DELRIDGE,1958.0,1.0,1.0,46797.0,0.0,46797.0,K-12 School,K-12 School,46797.0,RAS,0.0,RAS,0.0,86.0,44.40000153,50.90000153,82.19999695,91.5,2075891.0,2380144.5,0.0,797204.0,1278687.0,True,73.47,1.57
227.0,SPS-District K-12,K-12 School,Washington Middle,2101 S. Jackson,3646100540,CENTRAL,1963.0,1.0,3.0,136188.0,0.0,136188.0,K-12 School,K-12 School,136188.0,RAS,0.0,RAS,0.0,65.44972577696527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3217877.0,False,170.9,1.25
228.0,NonResidential,Other,Webster Building,3014 NW 67th St.,3693901110,BALLARD,1973.0,1.0,3.0,56000.0,0.0,56000.0,Other,Other,56000.0,RAS,0.0,RAS,0.0,65.44972577696527,33.09999847,37.29999924,66.19999695,70.69999695,1851260.5,2088978.125,0.0,844864.0,1006396.0,False,59.34,1.06
229.0,SPS-District K-12,K-12 School,Martin Luther King Jr. Elementary,6725 45th Ave S,3812400550,SOUTHEAST,2004.0,1.0,2.0,67371.0,0.0,67371.0,K-12 School,K-12 School,67371.0,RAS,0.0,RAS,0.0,92.0,31.60000038,33.59999847,78.0,80.09999847,2128459.0,2260359.75,0.0,1445339.0,683120.0,True,46.36,0.69
230.0,NonResidential,Self-Storage Facility,U-Haul Moving and Storage of West Seattle,6343 35th Ave SW,3874900040,SOUTHWEST,1969.0,1.0,2.0,52088.0,0.0,52088.0,Self-Storage Facility,Self-Storage Facility,52088.0,RAS,0.0,RAS,0.0,65.44972577696527,26.39999962,30.29999924,48.79999924,53.70000076,1377519.5,1576122.875,0.0,523765.0,853755.0,False,48.99,0.94
231.0,SPS-District K-12,K-12 School,Hamilton International Middle,1610 N. 41st St.,4083301505,LAKE UNION,2010.0,1.0,3.0,127776.0,0.0,127776.0,K-12 School,K-12 School,127776.0,RAS,0.0,RAS,0.0,75.0,37.20000076,39.09999847,100.0,103.5,4748137.0,4998584.5,0.0,3729930.0,1018207.0,True,80.08,0.63
232.0,NonResidential,Hotel,Silver Cloud Inn,1150 Fairview Ave N,4088802955,LAKE UNION,1998.0,1.0,5.0,123920.0,30000.0,93920.0,"Hotel, Parking, Swimming Pool",Hotel,123920.0,Parking,30000.0,Swimming Pool,0.0,79.0,75.59999847,78.09999847,148.1999969,152.1999969,9373179.0,9676783.0,0.0,4079217.0,5293961.0,False,309.6,2.5
233.0,Nonresidential COS,Other,Armory Building,860 Terry Ave N,4088803210,LAKE UNION,1900.0,1.0,1.0,50000.0,0.0,50000.0,Museum,Museum,43000.0,RAS,0.0,RAS,0.0,65.44972577696527,175.6000061,184.6999969,368.8999939,373.7000122,7548807.0,7942537.5,0.0,3797924.0,3750882.0,False,225.69,4.51
